decision,net_return
2014-05-30,0.003853584098041635
2014-06-06,-0.0021796890901334244
2014-06-13,-0.0010475837854066181
2014-06-20,-0.003310253541587858
2014-06-27,0.002019501936791971
2014-07-03,0.00016017464586330892
2014-07-11,0.0014925001637494009
2014-07-18,-0.0007704291009280984
2014-07-25,-0.0016714187819240746
2014-08-01,-0.00048212589990675797
2014-08-08,0.000944572364604647
2014-08-15,-0.003113968759174769
2014-08-22,0.0008051382649800333
2014-08-29,0.001217137988373518
2014-09-05,-0.0024339556251997416
2014-09-12,-0.0023446709128308266
2014-09-19,-0.001455213816143058
2014-09-26,-0.002687251825854062
2014-10-03,-0.008328510732497262
2014-10-10,0.004651882075087593
2014-10-17,-0.00336030244027003
2014-10-24,0.0040320348882509965
2014-10-31,0.0024474726991505257
2014-11-07,0.0006982772525593295
2014-11-14,-0.00111317347097763
2014-11-21,-0.0032317649049169225
2014-11-28,-0.0021234060650764616
2014-12-05,-0.00451149032945623
2014-12-12,0.002090345302484011
2014-12-19,-0.002143913524037809
2014-12-26,-0.006879986677039979
2015-01-02,-0.004914245733456294
2015-01-09,0.0006700626593516116
2015-01-16,-0.0036907873944171986
2015-01-23,0.0013596566558477887
2015-01-30,0.008630035440108257
2015-02-06,0.003748925596246249
2015-02-13,-0.00019232200530910275
2015-02-20,0.004641441262013083
2015-02-27,0.002394731175147921
2015-03-06,-0.004982441527736242
2015-03-13,-0.00038416734467042147
2015-03-20,-0.0068401102020059995
2015-03-27,0.0009664107855409277
2015-04-02,0.00010078749416443493
2015-04-10,-0.0033197456196261384
2015-04-17,-0.001651416791069153
2015-04-24,-0.003984973305810354
2015-05-01,-0.0007611214972415619
2015-05-08,-0.0028561977026963317
2015-05-15,-0.0005967012904417528
2015-05-22,-0.00010592376223784192
2015-05-29,-0.004016067465889924
2015-06-05,-0.0005999786704363604
2015-06-12,0.0014935541452914581
2015-06-19,0.0017404677978752846
2015-06-26,0.0017474208231792238
2015-07-02,0.0006885709480493526
2015-07-10,0.005901563896615456
2015-07-17,-0.0011843784862476856
2015-07-24,-0.0024532830439081927
2015-07-31,0.0009579608882459305
