,SPY,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,DBC,USO,UUP,FXE,FXY,VNQ
2003-10-10,104.6,104.16,124.9899,148.6398,84.73,84.8,110.41,,,,,,,,,
2003-10-13,105.29,105.69,125.5999,150.9897,84.5,84.75,110.15,,,,,,,,,
2003-10-14,105.43,106.25,126.2699,150.4197,84.1,84.43,110.14,,,,,,,,,
2003-10-15,105.89,106.8,126.1899,150.2997,83.3,83.93,109.74,,,,,,,,,
2003-10-16,105.73,105.93,126.4499,150.0996,83.77,84.15,109.84,,,,,,,,,
2003-10-17,105.63,105.91,125.8799,149.7798,83.69,83.9,109.98,,,,,,,,,
2003-10-20,105.04,104.55,126.4899,150.0897,84.15,84.14,110.28,,,,,,,,,
2003-10-21,105.28,105.15,126.5999,150.3897,84.38,84.32,110.44,,,,,,,,,
2003-10-22,104.19,103.89,125.1399,150.0996,85.0,84.76,110.5,,,,,,,,,
2003-10-23,103.95,102.502,123.6799,145.9998,85.0,84.75,110.5,,,,,,,,,
2003-10-24,103.58,101.83,123.7899,145.2297,85.6,85.15,110.6,,,,,,,,,
2003-10-27,104.18,103.11,124.4899,146.9997,85.33,85.0,110.65,,,,,,,,,
2003-10-28,105.15,105.2,125.7999,149.0898,85.69,85.27,111.09,,,,,,,,,
2003-10-29,105.43,106.25,125.9999,150.1998,85.35,85.05,111.08,,,,,,,,,
2003-10-30,105.97,107.25,126.8999,150.9498,84.55,84.41,110.15,,,,,,,,,
2003-10-31,105.74,106.56,125.2299,149.8197,85.22,84.66,110.43,,,,,,,,,
2003-11-03,106.61,107.502,126.3499,151.9998,84.58,84.1,110.3,,,,,,,,,
2003-11-04,106.27,107.99,126.0899,152.9997,84.97,84.31,109.97,,,,,,,,,
2003-11-05,105.97,107.97,125.3799,152.9697,84.82,84.29,109.95,,,,,,,,,
2003-11-06,106.44,108.82,124.6999,151.9497,83.92,83.77,109.19,,,,,,,,,
2003-11-07,106.72,109.39,125.9799,152.1897,83.59,83.5,108.86,,,,,,,,,
2003-11-10,105.84,108.52,125.6899,151.3098,83.84,83.67,109.03,,,,,,,,,
2003-11-11,105.33,106.49,124.1699,148.4496,83.5,83.75,108.99,,,,,,,,,
2003-11-12,106.47,107.96,126.5599,150.4398,84.15,83.81,109.2,,,,,,,,,
2003-11-13,106.54,108.5,127.1799,151.4298,85.37,84.55,110.35,,,,,,,,,
2003-11-14,106.95,108.94,127.4799,151.5798,85.96,85.0,110.69,,,,,,,,,
2003-11-17,105.14,105.5,124.9899,149.4996,86.59,85.36,111.28,,,,,,,,,
2003-11-18,105.45,106.19,125.2299,149.0496,86.61,85.44,111.33,,,,,,,,,
2003-11-19,105.01,105.3,125.2799,147.4998,86.62,85.53,111.56,,,,,,,,,
2003-11-20,105.24,105.74,125.1899,145.9497,86.49,85.39,111.23,,,,,,,,,
