,SPY,QQQ,IWM,IJH,VTI,VUG,EFA,EEM,VEA,VWO,XLF,XLK,XLE,XLI,XLY,XLP,XLV,XLU,XLB,XLRE,XLC,SMH,XBI,KRE,XRT,IYT,TLT,IEF,SHY,LQD,HYG,TIP,MUB,AGG,EMB,UUP,FXE,FXY,VNQ,DBC
2024-07-30,46853600,41317207,26876750,6726800,2174149,6601445.0,8551634,19193609.0,8415500.0,6055047.0,31418700,10694518,25673200,7811181,4281028,11818400,7269477,16696396,8502202,4674000.0,5373800.0,12932120,6956002.0,12956200.0,2890432.0,473832.0,28169820,4419228,3108099,14952040,33652113.0,693500.0,2186599.0,5845841.0,5755666.0,273794.0,64526.0,288600.0,2853967.0,1183587.0
2024-07-31,65663400,44552129,52387680,9847800,2541526,4745151.0,20969461,38600422.0,7592900.0,7014169.0,38694800,14614086,36173762,10947570,4993750,10474100,8417891,21765340,10466752,8786900.0,4545600.0,18412090,9550355.0,18118200.0,5335202.0,789606.0,47445289,10983120,3403939,29226939,50714832.0,1585700.0,3619862.0,11725120.0,8133898.0,533436.0,31196.0,553400.0,5633797.0,1495241.0
2024-08-01,76428700,56653898,71508117,10629600,3767282,7994468.0,18129779,35497090.0,8740300.0,23320920.0,47060900,16991430,42558500,17283230,7295700,16535000,10357710,32567460,17134346,9813900.0,7523000.0,17111650,8222798.0,33929200.0,6982691.0,483906.0,77254242,10492590,5052532,34564680,51319754.0,3247900.0,3230766.0,9642741.0,10278150.0,1206473.0,20645.0,241900.0,6988074.0,2002345.0
2024-08-02,82789100,66323242,66850203,16747900,4744241,8986854.0,25136221,34956449.0,13257200.0,13596500.0,78599800,18621698,45836200,16916330,12738738,24086900,15742300,48257200,20945240,8818200.0,9145600.0,20261330,15611170.0,34176200.0,8556746.0,923128.0,91912945,18286539,5001423,46697930,71578680.0,1393900.0,4648798.0,9397607.0,8525904.0,1180297.0,45985.0,617200.0,5223649.0,2740385.0
2024-08-05,146267400,87483445,65683109,23579000,8463448,14541133.0,28088801,60439473.0,22549300.0,17981350.0,107913600,31429900,50039102,20011990,16391758,29057400,17575641,41099878,19483068,14134700.0,10799500.0,18420840,15788210.0,27172100.0,9499086.0,486004.0,90686312,19098199,15588210,56991113,103822000.0,3172500.0,5879592.0,12066080.0,9960470.0,2084281.0,44991.0,1071000.0,6852591.0,2372725.0
2024-08-06,84826300,63164434,37072539,17881400,5255153,9350831.0,22307551,32540180.0,13854100.0,13328020.0,57668900,24575720,31418600,13732560,9523404,15801400,13335710,29286460,11812226,11389400.0,9076800.0,15388760,9591590.0,16249800.0,3863028.0,608365.0,61316859,9506980,12849200,47432500,60113406.0,2115100.0,6026257.0,10945180.0,11282480.0,787289.0,15997.0,551800.0,7321616.0,1634162.0
2024-08-07,70698300,54929160,30594520,10063500,3398498,8767717.0,24592619,36654434.0,8239300.0,13033680.0,43912600,17653500,26125940,8307803,8404320,14182300,11485000,24758800,11097464,9907700.0,8590900.0,13066500,10704250.0,12291400.0,5635640.0,708214.0,51337129,8419746,5779011,46819000,56107848.0,1239900.0,7365600.0,8085207.0,7626678.0,921977.0,38847.0,642000.0,4998566.0,1050632.0
2024-08-08,63276600,47890070,26550311,13235300,2922782,7507173.0,14824680,30022000.0,8135100.0,10484050.0,41260500,14442740,21596840,7976768,5935182,13889800,11479080,23360320,10758970,10383100.0,7612000.0,11407870,7419005.0,9650200.0,3769577.0,446325.0,37815770,4856150,3621997,23536779,31528080.0,1189900.0,3130009.0,5558079.0,4410236.0,304940.0,11965.0,161600.0,5981233.0,568721.0
2024-08-09,45619600,33573980,20954490,5619100,2667356,6070782.0,11022680,21142900.0,6351100.0,7496858.0,23838800,9535506,22345580,5891407,6379650,10319800,8550467,16708534,5722306,5454900.0,4385800.0,7241675,4384373.0,9467700.0,4502275.0,1353090.0,32141760,5174878,5079363,23199740,29759930.0,804900.0,3336649.0,3879241.0,2746548.0,350507.0,8373.0,137400.0,4133920.0,465124.0
2024-08-12,42542100,27795010,20357891,5507200,2548507,4461849.0,7988718,15042350.0,5173900.0,7570455.0,20509300,8580200,28785880,5733417,4929718,9735300,5044497,15027126,5561886,4924500.0,3131900.0,6751158,4766590.0,14432700.0,3628276.0,205341.0,24261381,4166444,3745721,24281811,33878406.0,611300.0,1678529.0,7300711.0,2962106.0,181628.0,30668.0,140100.0,2925502.0,550865.0
2024-08-13,52333100,40084461,25458311,6537200,2316211,6010308.0,11927450,21073619.0,5785200.0,5378800.0,24922000,9999538,31386400,7808313,5846938,7513900,4815735,17074960,6236124,3707000.0,4184100.0,7647449,7230581.0,11409200.0,2857296.0,542076.0,30366939,6458880,3856173,31245029,37310230.0,717700.0,2710283.0,3925473.0,4940571.0,229367.0,10698.0,135800.0,3111352.0,374898.0
2024-08-14,42446900,34733754,25345561,6204000,2335278,4914800.0,7127626,17537051.0,5432900.0,8553817.0,30673000,8922464,21657600,5506399,4779752,7264000,4837347,16165948,7241046,3300600.0,4069000.0,7187132,4798800.0,9143700.0,3917625.0,119509.0,31334061,4275696,4780681,28985600,36086953.0,516100.0,1867536.0,9871619.0,4819515.0,615946.0,10929.0,75000.0,2966284.0,509995.0
2024-08-15,60846800,38280566,42561578,5558800,3031559,5087960.0,10364200,26914020.0,5473500.0,7715156.0,33329000,9480170,18335210,5717499,6288392,7745200,5886933,18807656,7728570,6282100.0,3665400.0,8376779,6346832.0,16551200.0,9941682.0,503528.0,38723699,5507025,3164873,29441631,39411312.0,443800.0,3266669.0,8628478.0,3591699.0,378412.0,39317.0,171000.0,4054422.0,556631.0
2024-08-16,44430700,38383621,30427400,8228000,2571935,5499535.0,10287850,31457949.0,5669100.0,3570705.0,25338900,6706302,17753042,5448648,4767908,6976700,4562665,13522770,5803124,4212300.0,3929000.0,5194621,4717905.0,10392100.0,3813225.0,320000.0,28540971,4437050,2987113,21411551,33682621.0,840100.0,2370633.0,6507875.0,3384040.0,320239.0,19369.0,93100.0,2260964.0,570141.0
2024-08-19,39121800,23737670,17246240,4928200,2660025,5283445.0,6740976,26716609.0,5242900.0,6170463.0,24458600,13004212,21762680,3483000,4570038,7330000,4729719,11505380,4586492,3971100.0,2807400.0,5564348,6426284.0,8111300.0,3869077.0,180355.0,25322141,4437676,2839657,16004100,29604301.0,1159300.0,2859138.0,4690310.0,3313735.0,4595732.0,16055.0,89800.0,2629798.0,557648.0
2024-08-20,33732300,29209340,21703869,4200500,2041866,4157740.0,5177868,19230760.0,4840200.0,10259570.0,19620400,7221578,33866480,6443293,4678940,6931200,4878366,15989996,4834632,4828200.0,3355800.0,6578580,5546082.0,9446000.0,2701104.0,367769.0,25239301,4885998,1882639,27114141,33189320.0,1449500.0,2899996.0,5516765.0,4948155.0,487190.0,113642.0,215900.0,4934397.0,539276.0
2024-08-21,41514600,25658789,19623051,6030100,1983746,5266262.0,10653470,14644430.0,5308700.0,8536526.0,19914100,7538728,22737740,4989374,4532224,7960700,5530111,13451864,4610944,4214800.0,3298900.0,4813708,6482422.0,6208600.0,3149875.0,414137.0,29229980,5386005,3914505,23819080,34266648.0,2223600.0,2692972.0,6366682.0,9428058.0,568515.0,49433.0,221400.0,2965948.0,545398.0
2024-08-22,56121500,37739578,18084250,6953500,2554281,5257172.0,7290684,22515039.0,5982500.0,10341380.0,24738700,9083638,19595436,6355618,5709918,7632600,4951898,14647934,5684306,4953100.0,2984400.0,8007438,7016524.0,9230400.0,2877867.0,257718.0,33453852,4819522,4181267,17926330,29292080.0,1018100.0,2650411.0,7893691.0,9946723.0,3506430.0,26750.0,125200.0,3182312.0,473551.0
2024-08-23,50639400,36061512,40003078,9246600,2281830,4367541.0,10779000,27848689.0,5857000.0,8900728.0,32762500,10680964,20734620,5887991,6304166,6505100,4069501,15050408,5798054,6135200.0,3009000.0,6933374,7626555.0,26080700.0,4068328.0,618254.0,32005080,5475416,3896848,22650180,32590939.0,790400.0,2400272.0,6179548.0,9595834.0,968469.0,55370.0,152900.0,8040171.0,727695.0
2024-08-26,35788600,27452641,24865551,5306500,2263765,4649565.0,6719906,18429320.0,5216400.0,7267594.0,23716300,6268872,19514760,6226603,3210906,7270700,4433688,13336306,7663084,4047800.0,2976700.0,6925237,5653018.0,11232100.0,2608447.0,221415.0,23198711,3062577,1896710,15312660,20460150.0,1096600.0,1559950.0,6653194.0,3212682.0,318322.0,79782.0,137000.0,2748480.0,417181.0
2024-08-27,32693900,27510000,19577859,6120400,1787938,4434099.0,9597134,14424720.0,5473200.0,7969694.0,21583500,7656002,16627126,4000997,3328350,5674600,3785444,16666792,8845350,3717600.0,2554100.0,5534390,5293605.0,8991700.0,2501001.0,195515.0,21507650,4433681,4067592,15922740,22784301.0,1599400.0,1860635.0,7965500.0,4373975.0,1806506.0,11187.0,63700.0,1859258.0,556043.0
2024-08-28,41066000,37372441,19685020,4124800,1856390,6740711.0,7883869,15443000.0,5682900.0,8009339.0,24726200,9002260,17049002,4336432,5668606,6666800,5150093,10482740,6524164,5035000.0,3182900.0,8114008,5093012.0,10331500.0,5354275.0,181180.0,18501410,8147052,3126741,21724820,22351600.0,687600.0,1728643.0,6960499.0,3237363.0,588164.0,14860.0,119500.0,2664200.0,500683.0
2024-08-29,38715200,41081473,24599500,5157300,3018022,5113424.0,9112065,15497640.0,6437400.0,9398177.0,33726600,13283654,22499060,8226169,4615948,6343700,4339350,12758298,6051232,5339900.0,3240300.0,9256468,5732666.0,8913100.0,5513328.0,464089.0,24988240,6199798,2397077,20079400,18353000.0,746100.0,1670022.0,6912660.0,4481186.0,1798970.0,15578.0,103900.0,3379737.0,458718.0
2024-08-30,62700100,33466469,23010461,5201800,2029264,5732077.0,15627550,29450430.0,5128900.0,4305505.0,28967700,10048446,28085260,8348075,4672250,8884800,7020703,17007754,8647558,5611600.0,3072400.0,8623765,5282148.0,8584200.0,3832543.0,169759.0,42896191,4802608,2781303,25275520,27633330.0,1160900.0,3349511.0,7213235.0,4776679.0,2138636.0,46383.0,152900.0,3489966.0,388890.0
2024-09-03,60600100,44834700,31242500,8719800,3669700,10740519.0,9886680,35293500.0,9777700.0,12945100.0,39893900,14756080,38191800,9332520,9876480,15503700,7674140,23626000,9503480,7580900.0,5599400.0,14455200,9074020.0,12199800.0,4564760.0,458570.0,48916200,8232670,3718830,27734500,31586600.0,2892600.0,3079350.0,6837240.0,4829770.0,2698750.0,69931.0,318800.0,5160810.0,540740.0
2024-09-04,47224900,32505100,23706260,9199700,2946704,4681983.0,10324400,24895910.0,9505500.0,8069936.0,32006100,12330000,30113980,7809778,10007532,19276700,8235494,27303180,6313362,5855600.0,5200200.0,8646295,6944711.0,10519000.0,3931204.0,576265.0,40885160,9914865,2731091,31897859,32371770.0,2176700.0,3844680.0,10867810.0,7195985.0,738615.0,30329.0,377700.0,3041066.0,456432.0
2024-09-05,44264300,34452391,23910480,6770200,3997837,5552413.0,12147440,22513869.0,9941700.0,8108759.0,39523500,8875232,24991300,8044545,7264246,12775800,7245564,15545390,7587084,5539200.0,3562800.0,6535443,5735483.0,10451300.0,3860899.0,371131.0,47450879,33635020,8628274,35538520,44386168.0,6292500.0,5527821.0,11921950.0,5510679.0,426539.0,23856.0,300100.0,6269420.0,593844.0
2024-09-06,68493800,50624391,34561312,7316900,3599857,9694961.0,12344380,32437039.0,8885200.0,7794115.0,51331300,12441080,35912020,9567351,7714126,12616500,7652025,19606144,10616516,6671700.0,4422300.0,12019320,8019337.0,16087100.0,5411251.0,1018722.0,57406398,17777570,6478543,42004641,49888848.0,2264200.0,5341505.0,8830177.0,7799278.0,759092.0,21213.0,282600.0,6965852.0,1175999.0
2024-09-09,40445800,32981172,23584100,8901000,2969812,4706847.0,10634960,19917381.0,6081100.0,6432848.0,41010900,10921976,32824320,7283338,4297658,10061000,6169412,14366186,6412492,5070000.0,4120300.0,7933427,5876780.0,10064900.0,3852064.0,302533.0,26961400,8532472,9361719,35440328,24823840.0,1377500.0,2861616.0,7569256.0,3758218.0,361657.0,41968.0,101300.0,2906456.0,2390295.0
2024-09-10,36394600,29680320,23025689,6593100,1874652,5210258.0,9742931,19700410.0,6381000.0,6925706.0,59115000,10122906,49326820,6270232,9424588,14002500,7337319,23255460,6299724,7884500.0,3924200.0,7651577,4636000.0,18340800.0,4485089.0,391155.0,31703410,7921368,6833900,30489500,38347699.0,2782200.0,2862352.0,5979509.0,5013490.0,371574.0,63077.0,191200.0,6001007.0,957657.0
2024-09-11,75248600,57842992,27175641,10200300,2640245,6913780.0,12999130,26253320.0,8049200.0,5534811.0,59397500,12768732,48125718,7969929,7511400,14556400,6636620,20767000,7392890,5792200.0,5549300.0,11148300,5267440.0,20554600.0,5895083.0,288171.0,39497047,7286225,3679274,36948020,42342719.0,1550000.0,1749078.0,4184407.0,7223356.0,332837.0,28807.0,245000.0,3872127.0,1107642.0
2024-09-12,51819600,40175461,27658529,6598100,2422039,5904216.0,11686010,19998590.0,6521300.0,5350411.0,37732700,10606110,31769220,7012604,4748592,8659100,4838262,19335738,5962710,4263300.0,4689000.0,8212412,5703028.0,8765200.0,5435308.0,202118.0,41812527,5931331,2599231,30368279,28514980.0,1787300.0,2789971.0,6419517.0,5108827.0,330253.0,35704.0,327800.0,2713320.0,1058595.0
2024-09-13,39310500,29111850,37388102,6046500,2474737,3518933.0,7340468,16882289.0,4772200.0,5074996.0,32912300,8047324,26195460,7913827,3926202,5953700,4358649,16238868,6459070,3707500.0,3026500.0,6405793,6389099.0,12869100.0,8843431.0,346787.0,25722141,5305485,3963983,25536631,31806801.0,1689400.0,2911481.0,5330629.0,5162939.0,957334.0,29453.0,136400.0,3402744.0,939153.0
2024-09-16,36656100,22585600,23289010,5561400,2065742,5814738.0,9869506,14733160.0,7249300.0,7750726.0,37063700,6897782,26875440,6400819,3077256,7794600,4711902,19910506,5838670,4130200.0,3275300.0,5505227,7126942.0,9224800.0,2804278.0,146096.0,30866260,6666977,2861334,25464789,31402381.0,944400.0,1475877.0,8425911.0,5280224.0,1623776.0,42865.0,200000.0,4144534.0,586156.0
2024-09-17,49321000,30084439,35563480,7568400,2133620,4266423.0,7307315,20623711.0,8026200.0,7129404.0,27893300,6989920,25034680,7820720,4307926,8404900,6279990,27962960,5881438,5919400.0,4079400.0,4722843,9199336.0,11249000.0,3443558.0,261966.0,31699369,7807027,3015280,31732770,27423939.0,2195700.0,1829543.0,9256001.0,6273173.0,455994.0,18726.0,366200.0,2990732.0,889952.0
2024-09-18,59044900,39909219,54085219,11061300,3389903,5115710.0,8454227,26010480.0,8496600.0,7547442.0,41783900,12741686,28209580,9191596,6634800,12935600,7148920,47034782,11155408,6234400.0,5009700.0,7299791,11433200.0,20492200.0,4751706.0,795588.0,48897047,8584465,4413378,35015473,39546887.0,1191400.0,2085833.0,6280106.0,9523147.0,638835.0,48855.0,334900.0,5097121.0,1001968.0
2024-09-19,75315500,52782520,35369500,6282000,2660156,4471017.0,9974104,41025480.0,5994800.0,7295456.0,46457700,13934078,37806718,8957842,5865716,14934200,6717643,41536480,8351834,4552400.0,4036400.0,11254190,13107190.0,16946400.0,3707924.0,675604.0,39979820,16770779,2892640,31099070,48785871.0,1789600.0,3216145.0,5079896.0,6006224.0,331089.0,16230.0,211000.0,4450248.0,726754.0
2024-09-20,77503100,34577660,34587473,9012400,2293603,4074520.0,7892376,33038059.0,5783800.0,5975146.0,48699200,14492708,27961600,10907550,5552348,12719100,8541635,44279282,9617336,4839800.0,5857700.0,8183279,7655323.0,11416800.0,2697473.0,628238.0,37067566,6580582,4082498,29958881,43626289.0,1088700.0,2162334.0,8464907.0,5187799.0,370014.0,44772.0,258000.0,3708613.0,617711.0
2024-09-23,44116900,24842971,20157689,8227200,1920984,3234510.0,6997708,24891689.0,8026800.0,8742799.0,31615300,7490526,26630100,8284047,7271220,11985900,6416424,23340520,5159738,4013700.0,3361400.0,3781433,9997178.0,10010600.0,3837120.0,410518.0,35703930,7491882,5030805,22635561,29049430.0,1208900.0,2307066.0,8428058.0,5260452.0,310911.0,18358.0,125179.0,3320921.0,658274.0
2024-09-24,46805700,25952641,20939811,5670300,1952093,3621323.0,6855760,64472680.0,6856300.0,9822180.0,40341400,7025806,34627300,7507910,4059604,8985100,5341811,28105100,7918750,4103800.0,2735700.0,5435856,7906793.0,9417400.0,3150295.0,193333.0,31005350,6580863,8947884,24719869,28674490.0,1880400.0,2093611.0,5803587.0,6010820.0,212972.0,56112.0,245511.0,3279061.0,775434.0
2024-09-25,38428600,26549869,23242340,5986900,1744156,3682607.0,11869020,41967762.0,7740300.0,10615360.0,32546900,6111536,27633560,4422410,3389760,6100900,5940096,16359172,5815590,3457000.0,2692100.0,4978310,8469462.0,13763000.0,3610616.0,180103.0,36738238,10455100,4829057,32881289,28899131.0,1181600.0,3919012.0,9259117.0,4842302.0,263300.0,23006.0,311700.0,2465964.0,813746.0
2024-09-26,48336000,32020211,24974650,11220700,2616759,4894598.0,12874980,80876312.0,7675600.0,9345725.0,31445200,9244746,46896320,6620703,4266860,8565600,6173093,19794522,10243416,4552700.0,2245700.0,10082090,6764936.0,13126900.0,4308974.0,182566.0,33332320,8026728,2321830,20877080,32732330.0,2141700.0,4372613.0,8124446.0,6844266.0,389373.0,18792.0,478600.0,4776941.0,887678.0
2024-09-27,42100900,22851119,23959600,8363900,2644098,4605129.0,10690660,51540078.0,7370200.0,12020590.0,23226100,6093760,30489520,5859384,3441892,6432600,7312567,14803910,8498562,3613700.0,2532000.0,7128566,6116151.0,7614200.0,4169553.0,270250.0,28317631,6207730,3208519,25231961,36712727.0,892400.0,1950063.0,5033279.0,5447822.0,845275.0,8191.0,353100.0,4932929.0,649863.0
2024-09-30,63557400,30330609,21952211,9545800,2829889,7151338.0,13425370,61400539.0,8297500.0,13601150.0,23593400,5501888,22809420,5321281,4572682,8468900,7235028,19017348,7373696,4929900.0,3269700.0,6256911,6829617.0,9278600.0,3302106.0,634356.0,34208262,8902750,5187964,22731250,33014961.0,1592400.0,2416920.0,9105421.0,5789664.0,1322286.0,30230.0,134800.0,4207533.0,1042606.0
2024-10-01,72668800,42735422,30015971,13104000,4874903,6494345.0,18430910,38648953.0,9508300.0,15944450.0,32703000,11295304,66114102,9398639,8229488,15725800,10560380,24362380,11546890,6453100.0,4859400.0,7751838,11106900.0,17453700.0,5582310.0,488748.0,45254238,11665730,4955559,36591434,45992230.0,3069000.0,2891890.0,8811488.0,6208029.0,1300157.0,79802.0,107600.0,4240255.0,1154159.0
2024-10-02,38097800,23744051,14455440,5452600,3637510,3862282.0,8335155,55790352.0,18025500.0,11686730.0,37709400,4532304,41925140,5189889,7482374,10788300,7158480,16491532,10571496,4022000.0,5005700.0,5842606,8488097.0,7537000.0,4262212.0,528447.0,35810762,7742082,5697738,29446699,41214328.0,2561600.0,2593582.0,11700910.0,8465144.0,814990.0,23623.0,508500.0,5161758.0,1089926.0
2024-10-03,40846500,25337221,21353020,6870400,2369213,3994036.0,9890515,31198330.0,10946000.0,12395400.0,23545700,5784880,44726058,6361414,7101386,11507900,5550985,24205680,13542620,3504500.0,5052600.0,5926885,5961143.0,8079000.0,5738202.0,447711.0,39677770,11556110,6480087,24163170,31147730.0,1590600.0,1874085.0,8751191.0,7976882.0,1203662.0,38643.0,236600.0,2664422.0,1127007.0
2024-10-04,42939100,30744910,27914830,6157300,2337305,4013848.0,8536274,29483869.0,7660500.0,8535106.0,40432000,5015344,35955782,5797673,7828326,12463000,6591450,25085160,11380300,5386100.0,3345600.0,5776498,5972827.0,11242400.0,9187052.0,377599.0,56970281,8890868,4012980,33856641,40123191.0,1919500.0,2997884.0,9641064.0,8880241.0,456190.0,29577.0,174600.0,4602437.0,1060651.0
2024-10-07,49964700,24975119,14891800,6748100,11465570,7084648.0,7365112,42198008.0,9049400.0,11884660.0,26599300,4430412,32519420,5737838,5202004,9270800,5922859,35283960,7800524,3793500.0,2473800.0,4958756,5678751.0,7269200.0,4313036.0,403759.0,42606633,10152570,5052147,27106320,69202477.0,1643900.0,3662463.0,6382168.0,4694006.0,283323.0,20095.0,92400.0,3420384.0,1330740.0
2024-10-08,37398700,28272020,18118580,7000600,2164584,4599291.0,6339144,47817312.0,7346600.0,13781840.0,28763000,7864790,39759878,4980573,4733136,8218300,4726590,26022120,8933914,4039700.0,3753200.0,4435348,5414723.0,7009700.0,4229819.0,521920.0,33709594,5975421,6423472,27315990,40947168.0,1951200.0,2744689.0,7340131.0,4639499.0,5172291.0,6436.0,48800.0,3773668.0,1115888.0
2024-10-09,37912200,24994949,18230670,4491200,2123833,8729035.0,5370828,35395832.0,7445600.0,14915890.0,28334300,7579782,31519580,5064881,5537604,9276300,7840031,34288000,8561972,3338800.0,2390400.0,4063391,6049368.0,10638900.0,3143164.0,209466.0,35807680,6769233,4166762,29951939,42426539.0,2538600.0,2907784.0,8218472.0,5971149.0,222301.0,9088.0,98900.0,4120632.0,872370.0
2024-10-10,44138100,25750449,24571439,6165300,2547233,5209040.0,5794427,18052359.0,9757000.0,13793630.0,34127400,5692236,26047400,5495633,3259018,9122600,4385633,26326620,6764668,3659600.0,3136400.0,4044564,6752894.0,8150600.0,4382638.0,233479.0,53667359,5958980,3859546,25932551,30091660.0,1854500.0,5657497.0,5757678.0,5923314.0,349867.0,39803.0,85000.0,2664448.0,961294.0
2024-10-11,42268000,20644500,19950920,5225600,1799457,5565607.0,6915027,28389199.0,6439400.0,8903194.0,52850300,8848914,26414500,8764835,4991618,8741500,9354102,19332672,6631238,2312100.0,1861400.0,4202875,7486082.0,22096400.0,3060778.0,567393.0,27406420,5394064,3367370,20078971,26970811.0,1716200.0,2719788.0,4878672.0,4002261.0,270167.0,12057.0,55900.0,2653993.0,726708.0
2024-10-14,36217200,26060150,19263301,4285800,1997049,4250482.0,6646193,20415391.0,5569400.0,8111720.0,35850800,9810124,22198520,6817631,3566634,6263000,4819781,18041762,6217218,3542900.0,3436000.0,4608583,5537859.0,11169800.0,3778001.0,509100.0,28795340,3850877,1849552,4335426,12065850.0,1095800.0,1457451.0,3512569.0,1876569.0,1291921.0,49790.0,76400.0,2529158.0,842541.0
2024-10-15,54203600,34784512,25998750,5504500,3260844,6542027.0,17667289,31227551.0,9881600.0,7197371.0,42356800,14179308,37839160,7808900,6834970,11287700,9088576,26427680,7717530,5176300.0,3436500.0,14128880,7379397.0,21830300.0,8694469.0,351982.0,46429047,7736909,3387155,28275240,31134439.0,911200.0,3999856.0,7158682.0,4980111.0,373803.0,12336.0,87800.0,2808532.0,1113738.0
2024-10-16,30725400,22996779,27656699,11747200,2215254,8398501.0,5931766,25111189.0,7796500.0,5158029.0,44973700,5758844,19877098,8207845,4607060,7720300,4510189,19099584,7465824,3662700.0,3198700.0,5692277,6478823.0,17911000.0,4085287.0,518635.0,32281490,5041122,2130674,20474311,31626279.0,681000.0,2441379.0,4741263.0,3762455.0,191546.0,29951.0,111100.0,3177340.0,683830.0
2024-10-17,34393700,27210660,18003631,5081000,2810628,4364224.0,8904646,36885770.0,7427300.0,5971525.0,45823400,6051182,21433300,5065108,3488842,7716400,5430044,23527160,5043598,2934000.0,2237600.0,6744992,8155253.0,14806200.0,3280156.0,492405.0,43427207,5460202,2469624,31367340,46599246.0,1163900.0,3268698.0,5306334.0,6027457.0,720000.0,34454.0,142600.0,2904098.0,620619.0
2024-10-18,37416800,25335029,20047350,5280400,1822120,3916942.0,5863087,30391600.0,6601800.0,4308988.0,34279600,4537056,24015180,4782065,3796922,8314200,9823968,14035178,6035508,3950800.0,2665500.0,3720736,4477163.0,12041200.0,1980732.0,621813.0,25258631,5174808,1725687,27372430,28905570.0,964800.0,1333057.0,4973029.0,4612533.0,352866.0,46943.0,153300.0,2080261.0,538355.0
2024-10-21,36439000,30336551,24243820,4891800,2320088,5914710.0,8009105,19614869.0,5380900.0,4572091.0,26207400,6322384,21162080,5216679,3304966,8704600,4825870,14811506,4343216,5938700.0,2920800.0,3923395,6895268.0,19228200.0,3149421.0,188292.0,49504699,6633578,3474300,28320420,36341520.0,1783100.0,4554487.0,6874029.0,5709910.0,304531.0,32204.0,73700.0,4143089.0,640003.0
2024-10-22,34183800,26685840,15813920,5797300,2029044,5077976.0,5844195,19243449.0,7385200.0,5096200.0,30018700,6169170,17956470,8579700,3157656,8912400,5166889,17119264,6954650,4497400.0,3423200.0,3629141,5222181.0,11097100.0,3396350.0,503090.0,32096891,5434026,4333297,26001170,35466566.0,1464100.0,4075997.0,11401910.0,5541197.0,197570.0,11413.0,95400.0,2530022.0,897400.0
2024-10-23,49314600,39346566,23263490,7746000,2637314,8603143.0,7555992,19822010.0,5952300.0,6342203.0,20697200,6083640,19813274,8480719,4339000,6926500,4910436,19645046,6782636,4849500.0,3015500.0,4971630,8293618.0,10278700.0,3947480.0,603439.0,33354250,6914586,3303894,25425830,39761551.0,1311000.0,6864705.0,19660141.0,5110440.0,1481672.0,29801.0,196400.0,2710666.0,692405.0
2024-10-24,34979900,22024930,18381920,7413300,2235978,9755297.0,6522380,16257060.0,10057900.0,5688684.0,19617500,4832722,17047212,6720484,6991846,6211500,5066266,13092266,5092712,3188600.0,2044700.0,2595528,4408256.0,11207400.0,2401559.0,312958.0,32507400,5486308,2444548,21021141,30164221.0,1505000.0,6502742.0,7559385.0,4880725.0,294386.0,45116.0,74900.0,2632316.0,912511.0
2024-10-25,47268200,38762141,23807850,6107300,2813744,6061104.0,9288134,21428471.0,6463300.0,6644331.0,25526500,8314782,19104512,6399716,5439932,6546900,5314527,17518940,7406936,4820700.0,2943700.0,6835930,6256079.0,14982900.0,3136621.0,499402.0,28667061,6455354,2453035,16041030,35590230.0,1677500.0,3555396.0,9028548.0,4617705.0,211423.0,7434.0,59700.0,3834839.0,739811.0
2024-10-28,30174700,20477779,19877721,5959000,1874278,7498017.0,6985008,15169360.0,6096600.0,5168993.0,31415900,5899140,24227920,7132173,4102568,5714200,4923484,14622864,7701660,3129100.0,2079700.0,3557268,6178187.0,15722300.0,4535377.0,186244.0,33156461,5447530,2886543,20935189,31854490.0,1848300.0,3382977.0,7363142.0,4655132.0,208687.0,29280.0,115100.0,2296843.0,1002208.0
2024-10-29,42899700,28014061,20282199,6470400,2503356,10512939.0,8778380,15439310.0,10640200.0,4484609.0,27930900,7451664,23791560,11192610,4247084,9459900,7342579,27733040,7315692,4557100.0,3839600.0,5392840,6183664.0,8539500.0,4101662.0,300241.0,46545199,8475405,2920465,24075750,42992180.0,8300200.0,5690219.0,5421716.0,6079059.0,423883.0,23600.0,67500.0,2819569.0,569339.0
2024-10-30,41435800,29755961,19754850,4556100,2204072,4437735.0,8828077,24150150.0,6885100.0,5443095.0,28704300,8341134,19364152,10469060,4879810,8504800,9211829,20910600,10643616,5513800.0,4871800.0,5348394,4733144.0,17946000.0,3663945.0,627545.0,41951070,6341348,2949322,25259109,28728721.0,1174900.0,5045407.0,11188380.0,4005029.0,394993.0,18830.0,116800.0,2930463.0,807913.0
2024-10-31,60182500,41245246,24078430,7116100,3027448,15515831.0,19247650,43988770.0,11686300.0,12630410.0,53417100,12110206,31623220,16640119,6197946,10905300,6701204,27515900,8106936,5866200.0,4840000.0,9464712,8177752.0,14257000.0,4422767.0,717261.0,52173754,8662882,3751530,29424400,43194578.0,3683800.0,3180897.0,12754770.0,10214690.0,754366.0,18649.0,236100.0,4946656.0,1172475.0
2024-11-01,45667500,33655762,21222180,7601500,2449367,12126654.0,9951294,17525910.0,8733500.0,9021191.0,40139900,11565790,26304580,7482335,7607882,7916100,6896929,30861080,6928032,6141400.0,5714000.0,5520983,6877483.0,11512000.0,2710026.0,380472.0,80401984,15659470,5598551,25142221,44045660.0,2613400.0,4461707.0,10387260.0,8926059.0,591060.0,15614.0,132400.0,4835327.0,672122.0
